iter,res_pri,res_dual,gap,ax_s_btau_nrm_inf,px_aty_ctau_nrm_inf,ax_s_btau_nrm_2,px_aty_ctau_nrm_2,res_infeas,res_unbdd_a,res_unbdd_p,pobj,dobj,tau,kap,res_pri_normalized,res_dual_normalized,gap_normalized,ax_s_btau_nrm_inf_normalized,px_aty_ctau_nrm_inf_normalized,ax_s_btau_nrm_2_normalized,px_aty_ctau_nrm_2_normalized,res_infeas_normalized,res_unbdd_a_normalized,res_unbdd_p_normalized,pobj_normalized,dobj_normalized,tau_normalized,kap_normalized,scale,diff_u_ut_nrm_2,diff_v_v_prev_nrm_2,diff_u_ut_nrm_inf,diff_v_v_prev_nrm_inf,aa_norm,accepted_accel_steps,rejected_accel_steps,time,
127,5.4812258894589442e-03,6.3609732137949514e-04,4.2105252074176036e-04,1.2896902964559809e-03,1.4966880758598977e-04,2.3266101639065049e-03,2.8372173350655374e-04,nan,2.0515867534627316e-01,0.0000000000000000e+00,-4.8816180010006018e+00,-4.8811969484798601e+00,2.3529230914132004e-01,0.0000000000000000e+00,5.4812258894589442e-03,6.3609732137949514e-04,4.2105252074176036e-04,1.2896902964559809e-03,1.4966880758598977e-04,2.3266101639065049e-03,2.8372173350655374e-04,nan,2.0515867534627316e-01,0.0000000000000000e+00,-4.8816180010006018e+00,-4.8811969484798601e+00,2.3529230914132004e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.4540093923386005e-03,3.6810140885080154e-03,7.4542879253547412e-04,1.1181431888032112e-03,3.8636794899554485e+00,1,1,2.3786795000000003e-02,
128,5.7952049234182386e-03,6.4336201084437203e-04,4.3721662951146101e-04,1.3633439990537177e-03,1.5135335994062582e-04,2.2185264985016577e-03,2.8755787838604275e-04,nan,2.0520609785947733e-01,0.0000000000000000e+00,-4.8813268780593706e+00,-4.8808896614298591e+00,2.3525380328562465e-01,0.0000000000000000e+00,5.7952049234182386e-03,6.4336201084437203e-04,4.3721662951146101e-04,1.3633439990537177e-03,1.5135335994062582e-04,2.2185264985016577e-03,2.8755787838604275e-04,nan,2.0520609785947733e-01,0.0000000000000000e+00,-4.8813268780593706e+00,-4.8808896614298591e+00,2.3525380328562465e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.5016290386446404e-03,3.7524435579668956e-03,7.5980917851437013e-04,1.1397137677715552e-03,3.8636794899554485e+00,1,1,2.3975327000000001e-02,
129,6.0902798797014953e-03,6.4292452968153562e-04,4.6005169096385856e-04,1.4325178683423923e-03,1.5122472118794805e-04,2.1249747613508990e-03,2.8881907524066477e-04,nan,2.0525254881630176e-01,0.0000000000000000e+00,-4.8810380275648164e+00,-4.8805779758738526e+00,2.3521379914195414e-01,0.0000000000000000e+00,6.0902798797014953e-03,6.4292452968153562e-04,4.6005169096385856e-04,1.4325178683423923e-03,1.5122472118794805e-04,2.1249747613508990e-03,2.8881907524066477e-04,nan,2.0525254881630176e-01,0.0000000000000000e+00,-4.8810380275648164e+00,-4.8805779758738526e+00,2.3521379914195414e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.5270790132587515e-03,3.7906185198882257e-03,7.6516728661379929e-04,1.1477509299206989e-03,3.8636794899554485e+00,1,1,2.4139776000000002e-02,
130,6.3596248077710475e-03,6.3495114369990888e-04,4.8160641385397440e-04,1.4956071560142670e-03,1.4932287720442750e-04,2.0484100214972606e-03,2.8747557224008164e-04,nan,2.0529711212203294e-01,0.0000000000000000e+00,-4.8807468791859625e+00,-4.8802652727721085e+00,2.3517223125910391e-01,0.0000000000000000e+00,6.3596248077710475e-03,6.3495114369990888e-04,4.8160641385397440e-04,1.4956071560142670e-03,1.4932287720442750e-04,2.0484100214972606e-03,2.8747557224008164e-04,nan,2.0529711212203294e-01,0.0000000000000000e+00,-4.8807468791859625e+00,-4.8802652727721085e+00,2.3517223125910391e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.5297871969882694e-03,3.7946807954822807e-03,7.6179815355126301e-04,1.1426972303267835e-03,0.0000000000000000e+00,1,1,2.4293094000000001e-02,
131,6.5970013164013755e-03,6.1965180713058929e-04,5.0291339325703177e-04,1.5511467531243717e-03,1.4569815020479271e-04,1.9893030685886972e-03,2.8364351279622858e-04,nan,2.0533877791579985e-01,0.0000000000000000e+00,-4.8804567353587576e+00,-4.8799538219655005e+00,2.3512906527211561e-01,0.0000000000000000e+00,6.5970013164013755e-03,6.1965180713058929e-04,5.0291339325703177e-04,1.5511467531243717e-03,1.4569815020479271e-04,1.9893030685886972e-03,2.8364351279622858e-04,nan,2.0533877791579985e-01,0.0000000000000000e+00,-4.8804567353587576e+00,-4.8799538219655005e+00,2.3512906527211561e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.5100319382596594e-03,3.7650479073894258e-03,7.4981916334326826e-04,1.1247287450149024e-03,0.0000000000000000e+00,1,1,2.4435846000000001e-02,
132,6.7968354637314224e-03,5.9730307359709064e-04,5.2184651999542808e-04,1.5978295557250166e-03,1.4041659678412644e-04,1.9467229866334610e-03,2.7750802743146458e-04,nan,2.0537709472295371e-01,0.0000000000000000e+00,-4.8801674690163388e+00,-4.8796456224963434e+00,2.3508433656385991e-01,0.0000000000000000e+00,6.7968354637314224e-03,5.9730307359709064e-04,5.2184651999542808e-04,1.5978295557250166e-03,1.4041659678412644e-04,1.9467229866334610e-03,2.7750802743146458e-04,nan,2.0537709472295371e-01,0.0000000000000000e+00,-4.8801674690163388e+00,-4.8796456224963434e+00,2.3508433656385991e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.4690544475840545e-03,3.7035816713761505e-03,7.2934634678722965e-04,1.0940195201809555e-03,0.0000000000000000e+00,1,1,2.4649004999999998e-02,
133,6.9542498062816508e-03,5.7726565437692275e-04,5.4008544735495434e-04,1.6345134059023436e-03,1.3567940139190549e-04,1.9189922435081631e-03,2.6925519203656979e-04,nan,2.0541181418019272e-01,0.0000000000000000e+00,-4.8798837454189856e+00,-4.8793436599716307e+00,2.3503806326110352e-01,0.0000000000000000e+00,6.9542498062816508e-03,5.7726565437692275e-04,5.4008544735495434e-04,1.6345134059023436e-03,1.3567940139190549e-04,1.9189922435081631e-03,2.6925519203656979e-04,nan,2.0541181418019272e-01,0.0000000000000000e+00,-4.8798837454189856e+00,-4.8793436599716307e+00,2.3503806326110352e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.4082939592381509e-03,3.6124409388570899e-03,7.0065352028048089e-04,1.0509802804206103e-03,0.0000000000000000e+00,1,1,2.4782760000000001e-02,
134,7.0652746356395313e-03,5.6793392591714435e-04,5.5860464222412531e-04,1.6602705863543454e-03,1.3345892988173014e-04,1.9037501799340282e-03,2.5907334864065375e-04,nan,2.0544290610409519e-01,0.0000000000000000e+00,-4.8796111378939742e+00,-4.8790525332517500e+00,2.3499024057457066e-01,0.0000000000000000e+00,7.0652746356395313e-03,5.6793392591714435e-04,5.5860464222412531e-04,1.6602705863543454e-03,1.3345892988173014e-04,1.9037501799340282e-03,2.5907334864065375e-04,nan,2.0544290610409519e-01,0.0000000000000000e+00,-4.8796111378939742e+00,-4.8790525332517500e+00,2.3499024057457066e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.3291707520963637e-03,3.4937561281442250e-03,6.7594825585892693e-04,1.0139223837883904e-03,0.0000000000000000e+00,1,1,2.4906666000000001e-02,
135,7.1268862870178190e-03,5.5626488506919057e-04,5.7882554537425079e-04,1.6743965985875353e-03,1.3068933528098681e-04,1.8977484697182199e-03,2.4718601679606312e-04,nan,2.0547027562317219e-01,0.0000000000000000e+00,-4.8793571995445673e+00,-4.8787783739991930e+00,2.3494083266595395e-01,0.0000000000000000e+00,7.1268862870178190e-03,5.5626488506919057e-04,5.7882554537425079e-04,1.6743965985875353e-03,1.3068933528098681e-04,1.8977484697182199e-03,2.4718601679606312e-04,nan,2.0547027562317219e-01,0.0000000000000000e+00,-4.8793571995445673e+00,-4.8787783739991930e+00,2.3494083266595395e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.2333870073365418e-03,3.3500805110048470e-03,6.6225870929770281e-04,9.9338806394655421e-04,0.0000000000000000e+00,1,1,2.5073504000000000e-02,
136,7.1370317122048405e-03,5.4200845099164850e-04,6.0145678951606385e-04,1.6764158943671781e-03,1.2731225231490950e-04,1.8971717720404873e-03,2.3385113071247910e-04,nan,2.0549369731306780e-01,0.0000000000000000e+00,-4.8791298408470674e+00,-4.8785283840575513e+00,2.3488979199859594e-01,0.0000000000000000e+00,7.1370317122048405e-03,5.4200845099164850e-04,6.0145678951606385e-04,1.6764158943671781e-03,1.2731225231490950e-04,1.8971717720404873e-03,2.3385113071247910e-04,nan,2.0549369731306780e-01,0.0000000000000000e+00,-4.8791298408470674e+00,-4.8785283840575513e+00,2.3488979199859594e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.1231644670912731e-03,3.1847467006369174e-03,6.4796731573046884e-04,9.7195097359570326e-04,0.0000000000000000e+00,1,1,2.5184175000000000e-02,
137,7.0946826740745346e-03,5.2490221720461144e-04,6.2592936060479332e-04,1.6660946757042494e-03,1.2326651233404706e-04,1.8983568225769448e-03,2.1935241892735203e-04,nan,2.0551279550124629e-01,0.0000000000000000e+00,-4.8789356809520257e+00,-4.8783097515914209e+00,2.3483709592713856e-01,0.0000000000000000e+00,7.0946826740745346e-03,5.2490221720461144e-04,6.2592936060479332e-04,1.6660946757042494e-03,1.2326651233404706e-04,1.8983568225769448e-03,2.1935241892735203e-04,nan,2.0551279550124629e-01,0.0000000000000000e+00,-4.8789356809520257e+00,-4.8783097515914209e+00,2.3483709592713856e-01,0.0000000000000000e+00,1.0000000000000001e-01,2.0011494513397922e-03,3.0017241770096546e-03,6.3273944977204621e-04,9.4910917465806932e-04,0.0000000000000000e+00,1,1,2.5378136999999999e-02,
138,6.9996794955036763e-03,5.0480993452479180e-04,6.5153565132902713e-04,1.6434041144973432e-03,1.1852067283510404e-04,1.8981476481346028e-03,2.0399128875196108e-04,nan,2.0552709109454220e-01,0.0000000000000000e+00,-4.8787805847904382e+00,-4.8781290491391092e+00,2.3478276620422442e-01,0.0000000000000000e+00,6.9996794955036763e-03,5.0480993452479180e-04,6.5153565132902713e-04,1.6434041144973432e-03,1.1852067283510404e-04,1.8981476481346028e-03,2.0399128875196108e-04,nan,2.0552709109454220e-01,0.0000000000000000e+00,-4.8787805847904382e+00,-4.8781290491391092e+00,2.3478276620422442e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.8701354649009268e-03,2.8052031973513918e-03,6.1341617320787023e-04,9.2012425981158330e-04,0.0000000000000000e+00,1,1,2.5498012000000000e-02,
139,6.8527677567270743e-03,4.8192071879646380e-04,6.7682335411411998e-04,1.6085288259858055e-03,1.1311974891647925e-04,1.8939225721358783e-03,1.8810919026803865e-04,nan,2.0553615105609352e-01,0.0000000000000000e+00,-4.8786685057796761e+00,-4.8779916824255620e+00,2.3472688453607379e-01,0.0000000000000000e+00,6.8527677567270743e-03,4.8192071879646380e-04,6.7682335411411998e-04,1.6085288259858055e-03,1.1311974891647925e-04,1.8939225721358783e-03,1.8810919026803865e-04,nan,2.0553615105609352e-01,0.0000000000000000e+00,-4.8786685057796761e+00,-4.8779916824255620e+00,2.3472688453607379e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.7330656322910570e-03,2.5995984484366158e-03,5.8916514539575360e-04,8.8374771809363040e-04,0.0000000000000000e+00,1,1,2.5724126999999999e-02,
140,6.6554907139598036e-03,4.5665935478877436e-04,7.0079572978531957e-04,1.5618412734451637e-03,1.0716406330760209e-04,1.8835200233490894e-03,1.7209997569109798e-04,nan,2.0553965924504600e-01,0.0000000000000000e+00,-4.8786026677385497e+00,-4.8779018720087644e+00,2.3466958945179239e-01,0.0000000000000000e+00,6.6554907139598036e-03,4.5665935478877436e-04,7.0079572978531957e-04,1.5618412734451637e-03,1.0716406330760209e-04,1.8835200233490894e-03,1.7209997569109798e-04,nan,2.0553965924504600e-01,0.0000000000000000e+00,-4.8786026677385497e+00,-4.8779018720087644e+00,2.3466958945179239e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.5931635632221637e-03,2.3897453448332192e-03,5.6026610215775818e-04,8.4039915323641523e-04,0.0000000000000000e+00,1,1,2.5839960000000002e-02,
141,6.4101580325630608e-03,4.2961532470210944e-04,7.2275720575376567e-04,1.5038939752633762e-03,1.0079250702060838e-04,1.8652857746965887e-03,1.5640689103687896e-04,nan,2.0553748672682676e-01,0.0000000000000000e+00,-4.8785856650557680e+00,-4.8778629078500142e+00,2.3461106069830448e-01,0.0000000000000000e+00,6.4101580325630608e-03,4.2961532470210944e-04,7.2275720575376567e-04,1.5038939752633762e-03,1.0079250702060838e-04,1.8652857746965887e-03,1.5640689103687896e-04,nan,2.0553748672682676e-01,0.0000000000000000e+00,-4.8785856650557680e+00,-4.8778629078500142e+00,2.3461106069830448e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.4540294917301704e-03,2.1810442375951805e-03,5.2789917411111276e-04,7.9184876116666914e-04,0.0000000000000000e+00,1,1,2.5948671999999999e-02,
142,6.1198237401072905e-03,4.0136435546789918e-04,7.4240335514197398e-04,1.4354138696431318e-03,9.4140613698279196e-05,1.8381557581517644e-03,1.4150854955165986e-04,nan,2.0552967628125679e-01,0.0000000000000000e+00,-4.8786198168974266e+00,-4.8778774135422847e+00,2.3455150517422690e-01,0.0000000000000000e+00,6.1198237401072905e-03,4.0136435546789918e-04,7.4240335514197398e-04,1.4354138696431318e-03,9.4140613698279196e-05,1.8381557581517644e-03,1.4150854955165986e-04,nan,2.0552967628125679e-01,0.0000000000000000e+00,-4.8786198168974266e+00,-4.8778774135422847e+00,2.3455150517422690e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.3195882187024756e-03,1.9793823280535509e-03,4.9360889600791324e-04,7.4041334401186987e-04,0.0000000000000000e+00,1,1,2.6061946999999999e-02,
143,5.7881588468950947e-03,3.7236347951082494e-04,7.5995828982211577e-04,1.3572719558334612e-03,8.7315936118048665e-05,1.8015599902675753e-03,1.2790941535123084e-04,nan,2.0551639087212276e-01,0.0000000000000000e+00,-4.8787076524656836e+00,-4.8779476941758615e+00,2.3449113815553524e-01,0.0000000000000000e+00,5.7881588468950947e-03,3.7236347951082494e-04,7.5995828982211577e-04,1.3572719558334612e-03,8.7315936118048665e-05,1.8015599902675753e-03,1.2790941535123084e-04,nan,2.0551639087212276e-01,0.0000000000000000e+00,-4.8787076524656836e+00,-4.8779476941758615e+00,2.3449113815553524e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.1940150229777177e-03,1.7910225344664975e-03,4.5873757866576881e-04,6.8810636799865321e-04,0.0000000000000000e+00,1,1,2.6231124999999997e-02,
144,5.4194495842426497e-03,3.4292352060329276e-04,7.7526422694518260e-04,1.2704825670145081e-03,8.0391624273520867e-05,1.7553588270050808e-03,1.1612573962906977e-04,nan,2.0549786467584441e-01,0.0000000000000000e+00,-4.8788508794089225e+00,-4.8780756151819773e+00,2.3443018470150673e-01,0.0000000000000000e+00,5.4194495842426497e-03,3.4292352060329276e-04,7.7526422694518260e-04,1.2704825670145081e-03,8.0391624273520867e-05,1.7553588270050808e-03,1.1612573962906977e-04,nan,2.0549786467584441e-01,0.0000000000000000e+00,-4.8788508794089225e+00,-4.8780756151819773e+00,2.3443018470150673e-01,0.0000000000000000e+00,1.0000000000000001e-01,1.0817182602516930e-03,1.6225773903776252e-03,4.2406670194727880e-04,6.3610005292069616e-04,0.0000000000000000e+00,1,1,2.6341045000000000e-02,
145,5.0184264147300154e-03,3.1320888736917102e-04,7.8847673982807009e-04,1.1761629564127074e-03,7.3406414780055607e-05,1.6997561978817179e-03,1.0663918519506018e-04,nan,2.0547432526375084e-01,0.0000000000000000e+00,-4.8790510614547671e+00,-4.8782625847149390e+00,2.3436887566199044e-01,0.0000000000000000e+00,5.0184264147300154e-03,3.1320888736917102e-04,7.8847673982807009e-04,1.1761629564127074e-03,7.3406414780055607e-05,1.6997561978817179e-03,1.0663918519506018e-04,nan,2.0547432526375084e-01,0.0000000000000000e+00,-4.8790510614547671e+00,-4.8782625847149390e+00,2.3436887566199044e-01,0.0000000000000000e+00,1.0000000000000001e-01,9.8713196513290787e-04,1.4806979476992617e-03,3.8975441565636260e-04,5.8463162348454389e-04,0.0000000000000000e+00,1,1,2.6507629000000001e-02,
146,4.5902080516208579e-03,2.8335274872476188e-04,7.9923035646434215e-04,1.0755199598471987e-03,6.6391661010536951e-05,1.6352940457925542e-03,9.9809684768487864e-05,nan,2.0544600732176718e-01,0.0000000000000000e+00,-4.8793085181924853e+00,-4.8785092878360210e+00,2.3430745355157043e-01,0.0000000000000000e+00,4.5902080516208579e-03,2.8335274872476188e-04,7.9923035646434215e-04,1.0755199598471987e-03,6.6391661010536951e-05,1.6352940457925542e-03,9.9809684768487864e-05,nan,2.0544600732176718e-01,0.0000000000000000e+00,-4.8793085181924853e+00,-4.8785092878360210e+00,2.3430745355157043e-01,0.0000000000000000e+00,1.0000000000000001e-01,9.1416675702724731e-04,1.3712501355409518e-03,3.5556355926669170e-04,5.3334533890003755e-04,0.0000000000000000e+00,1,1,2.6613789000000002e-02,
147,4.1401621489028746e-03,2.5350226747005973e-04,8.0701358413559632e-04,9.6981716951638486e-04,5.9381937871430535e-05,1.5628559383527006e-03,9.5754916994291025e-05,nan,2.0541313558797775e-01,0.0000000000000000e+00,-4.8796224251327676e+00,-4.8788154115486320e+00,2.3424618037566047e-01,0.0000000000000000e+00,4.1401621489028746e-03,2.5350226747005973e-04,8.0701358413559632e-04,9.6981716951638486e-04,5.9381937871430535e-05,1.5628559383527006e-03,9.5754916994291025e-05,nan,2.0541313558797775e-01,0.0000000000000000e+00,-4.8796224251327676e+00,-4.8788154115486320e+00,2.3424618037566047e-01,0.0000000000000000e+00,1.0000000000000001e-01,8.6521938717500492e-04,1.2978290807626820e-03,3.2117729414871121e-04,4.8176594122306682e-04,0.0000000000000000e+00,1,1,2.6830955000000000e-02,
148,3.6738529824546767e-03,2.2386485377769922e-04,8.1144543768285615e-04,8.6036248495580114e-04,5.2425865381733328e-05,1.4835996515814574e-03,9.4279023786738580e-05,nan,2.0537597225001902e-01,0.0000000000000000e+00,-4.8799910875884853e+00,-4.8791796421508025e+00,2.3418533323588575e-01,0.0000000000000000e+00,3.6738529824546767e-03,2.2386485377769922e-04,8.1144543768285615e-04,8.6036248495580114e-04,5.2425865381733328e-05,1.4835996515814574e-03,9.4279023786738580e-05,nan,2.0537597225001902e-01,0.0000000000000000e+00,-4.8799910875884853e+00,-4.8791796421508025e+00,2.3418533323588575e-01,0.0000000000000000e+00,1.0000000000000001e-01,8.4015239176871766e-04,1.2602285876530813e-03,2.8646285007472017e-04,4.2969427511208025e-04,0.0000000000000000e+00,1,1,2.6943660000000001e-02,
149,3.1969217995351652e-03,2.0522699646744207e-04,8.1191991600793045e-04,7.4847997236512920e-04,4.8048812663126217e-05,1.3989141075361202e-03,9.4897828620512425e-05,nan,2.0533484749676131e-01,0.0000000000000000e+00,-4.8804115058842008e+00,-4.8795995859681929e+00,2.3412520521270139e-01,0.0000000000000000e+00,3.1969217995351652e-03,2.0522699646744207e-04,8.1191991600793045e-04,7.4847997236512920e-04,4.8048812663126217e-05,1.3989141075361202e-03,9.4897828620512425e-05,nan,2.0533484749676131e-01,0.0000000000000000e+00,-4.8804115058842008e+00,-4.8795995859681929e+00,2.3412520521270139e-01,0.0000000000000000e+00,1.0000000000000001e-01,8.3604411458076055e-04,1.2540661718711381e-03,2.5164605463823264e-04,3.7746908195757101e-04,0.0000000000000000e+00,1,1,2.7096702000000000e-02,
150,2.7150179582425978e-03,2.3746790853099495e-04,8.0824893621578298e-04,6.3549365446474715e-04,5.5583186310909083e-05,1.3104017165430589e-03,9.6958773626863189e-05,nan,2.0529015337080411e-01,0.0000000000000000e+00,-4.8808801925080001e+00,-4.8800719435717843e+00,2.3406609615064772e-01,0.0000000000000000e+00,2.7150179582425978e-03,2.3746790853099495e-04,8.0824893621578298e-04,6.3549365446474715e-04,5.5583186310909083e-05,1.3104017165430589e-03,9.6958773626863189e-05,nan,2.0529015337080411e-01,0.0000000000000000e+00,-4.8808801925080001e+00,-4.8800719435717843e+00,2.3406609615064772e-01,0.0000000000000000e+00,1.0000000000000001e-01,8.4780635099255218e-04,1.2717095264888263e-03,2.5873744138538157e-04,3.8810616207807236e-04,0.0000000000000000e+00,1,1,2.7207163000000003e-02,
151,2.2336895389897258e-03,2.6492997532433080e-04,8.0047184148046568e-04,5.2270189076891738e-04,6.1995813028709046e-05,1.2198034366156807e-03,9.9788938149462142e-05,nan,2.0524236106987676e-01,0.0000000000000000e+00,-4.8813932501488360e+00,-4.8805927783073555e+00,2.3400829956222563e-01,0.0000000000000000e+00,2.2336895389897258e-03,2.6492997532433080e-04,8.0047184148046568e-04,5.2270189076891738e-04,6.1995813028709046e-05,1.2198034366156807e-03,9.9788938149462142e-05,nan,2.0524236106987676e-01,0.0000000000000000e+00,-4.8813932501488360e+00,-4.8805927783073555e+00,2.3400829956222563e-01,0.0000000000000000e+00,1.0000000000000001e-01,8.6948559485434214e-04,1.3042283922814364e-03,2.9187693832777306e-04,4.3781540749154857e-04,0.0000000000000000e+00,1,1,2.7363316000000002e-02,
152,1.8294881278519022e-03,2.8746847735105645e-04,7.8842149562952102e-04,4.2801259561209737e-04,6.7253854930532375e-05,1.1290622708489337e-03,1.0279452988302463e-04,nan,2.0519199682508152e-01,0.0000000000000000e+00,-4.8819459245722703e+00,-4.8811575030766408e+00,2.3395210337584937e-01,0.0000000000000000e+00,1.8294881278519022e-03,2.8746847735105645e-04,7.8842149562952102e-04,4.2801259561209737e-04,6.7253854930532375e-05,1.1290622708489337e-03,1.0279452988302463e-04,nan,2.0519199682508152e-01,0.0000000000000000e+00,-4.8819459245722703e+00,-4.8811575030766408e+00,2.3395210337584937e-01,0.0000000000000000e+00,1.0000000000000001e-01,8.9542889561242014e-04,1.3431433434186299e-03,3.1942055154376980e-04,4.7913082731554368e-04,0.0000000000000000e+00,1,1,2.7470407999999998e-02,
153,1.6806057164547340e-03,3.0499492430492746e-04,7.7259999964862658e-04,3.9308993808875111e-04,7.1337634246132486e-05,1.0402111038232376e-03,1.0550360297418550e-04,nan,2.0513959467955944e-01,0.0000000000000000e+00,-4.8825338098764206e+00,-4.8817612098767720e+00,2.3389777521284463e-01,0.0000000000000000e+00,1.6806057164547340e-03,3.0499492430492746e-04,7.7259999964862658e-04,3.9308993808875111e-04,7.1337634246132486e-05,1.0402111038232376e-03,1.0550360297418550e-04,nan,2.0513959467955944e-01,0.0000000000000000e+00,-4.8825338098764206e+00,-4.8817612098767720e+00,2.3389777521284463e-01,0.0000000000000000e+00,1.0000000000000001e-01,9.2090790199333603e-04,1.3813618529900575e-03,3.4187641645999634e-04,5.1281462468999450e-04,0.0000000000000000e+00,1,1,2.7634357000000002e-02,
154,1.5165164328579707e-03,3.1751372039574995e-04,7.5291523992326859e-04,3.5463064441187964e-04,7.4249175830792824e-05,9.5542099174031434e-04,1.0757077279293188e-04,nan,2.0508570014193167e-01,0.0000000000000000e+00,-4.8831514805281246e+00,-4.8823985652882014e+00,2.3384556654197006e-01,0.0000000000000000e+00,1.5165164328579707e-03,3.1751372039574995e-04,7.5291523992326859e-04,3.5463064441187964e-04,7.4249175830792824e-05,9.5542099174031434e-04,1.0757077279293188e-04,nan,2.0508570014193167e-01,0.0000000000000000e+00,-4.8831514805281246e+00,-4.8823985652882014e+00,2.3384556654197006e-01,0.0000000000000000e+00,1.0000000000000001e-01,9.4232811858245471e-04,1.4134921778737502e-03,3.6110157623814310e-04,5.4165236435710362e-04,0.0000000000000000e+00,1,1,2.7739795999999997e-02,
155,1.4681176604658870e-03,3.2507811165510521e-04,7.2979283756069435e-04,3.4323960642523854e-04,7.6001866952918329e-05,8.7686310852228737e-04,1.0875705466326408e-04,nan,2.0503082657227220e-01,0.0000000000000000e+00,-4.8837937554592052e+00,-4.8830639626216445e+00,2.3379570702549560e-01,0.0000000000000000e+00,1.4681176604658870e-03,3.2507811165510521e-04,7.2979283756069435e-04,3.4323960642523854e-04,7.6001866952918329e-05,8.7686310852228737e-04,1.0875705466326408e-04,nan,2.0503082657227220e-01,0.0000000000000000e+00,-4.8837937554592052e+00,-4.8830639626216445e+00,2.3379570702549560e-01,0.0000000000000000e+00,1.0000000000000001e-01,9.5711541250872957e-04,1.4356731187630896e-03,3.7444684331111588e-04,5.6167026496667383e-04,0.0000000000000000e+00,1,1,2.7903640000000000e-02,
156,1.4127903743379156e-03,3.2783267610950092e-04,7.0309940367163648e-04,3.3023750326222068e-04,7.6630366693225538e-05,8.0673050556573193e-04,1.0891366245341391e-04,nan,2.0497548238549645e-01,0.0000000000000000e+00,-4.8844545022949974e+00,-4.8837514028913258e+00,2.3374840971505192e-01,0.0000000000000000e+00,1.4127903743379156e-03,3.2783267610950092e-04,7.0309940367163648e-04,3.3023750326222068e-04,7.6630366693225538e-05,8.0673050556573193e-04,1.0891366245341391e-04,nan,2.0497548238549645e-01,0.0000000000000000e+00,-4.8844545022949974e+00,-4.8837514028913258e+00,2.3374840971505192e-01,0.0000000000000000e+00,1.0000000000000001e-01,9.6356151176610935e-04,1.4453422676493177e-03,3.8202252292540706e-04,5.7303378438811059e-04,0.0000000000000000e+00,1,1,2.8009744999999999e-02,
157,1.3521269906074062e-03,3.2595594011066608e-04,6.7325117180949690e-04,3.1599730273168536e-04,7.6177162795981745e-05,7.4696434205675567e-04,1.0795907163988047e-04,nan,2.0492013878628951e-01,0.0000000000000000e+00,-4.8851279397629623e+00,-4.8844546885911528e+00,2.3370386430177850e-01,0.0000000000000000e+00,1.3521269906074062e-03,3.2595594011066608e-04,6.7325117180949690e-04,3.1599730273168536e-04,7.6177162795981745e-05,7.4696434205675567e-04,1.0795907163988047e-04,nan,2.0492013878628951e-01,0.0000000000000000e+00,-4.8851279397629623e+00,-4.8844546885911528e+00,2.3370386430177850e-01,0.0000000000000000e+00,1.0000000000000001e-01,9.6063904849536875e-04,1.4409585727431166e-03,3.8399790319032512e-04,5.7599685478559870e-04,0.0000000000000000e+00,1,1,2.8212354999999998e-02,
158,1.2851684989038294e-03,3.1972452289939551e-04,6.4020245800477937e-04,3.0029535022013665e-04,7.4707548200825258e-05,6.9905965419259932e-04,1.0587038202570358e-04,nan,2.0486527390480094e-01,0.0000000000000000e+00,-4.8858075893247195e+00,-4.8851673868667147e+00,2.3366223999130878e-01,0.0000000000000000e+00,1.2851684989038294e-03,3.1972452289939551e-04,6.4020245800477937e-04,3.0029535022013665e-04,7.4707548200825258e-05,6.9905965419259932e-04,1.0587038202570358e-04,nan,2.0486527390480094e-01,0.0000000000000000e+00,-4.8858075893247195e+00,-4.8851673868667147e+00,2.3366223999130878e-01,0.0000000000000000e+00,1.0000000000000001e-01,9.4786216438196426e-04,1.4217932465729339e-03,3.8063639247520875e-04,5.7095458871292415e-04,0.0000000000000000e+00,1,1,2.8348033999999998e-02,
